file_a_path,file_b_path,is_equal,class_a_name,class_b_name
test_request_form/2058003922.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003689_2058003690.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003922.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003961.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003922.tif,test_request_form/2058003961.tif,1,test_request_form,test_request_form
test_request_form/2058003961.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003922.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003688.tif,final_specifications/507038239_507038242.tif,0,test_request_form,final_specifications
test_request_form/2058003961.tif,repocus_interview/0001231567.tif,0,test_request_form,repocus_interview
test_request_form/2058003688.tif,inbifo_report_copy/1002930078.tif,0,test_request_form,inbifo_report_copy
test_request_form/2058003922.tif,action_TN_request/03669266.tif,0,test_request_form,action_TN_request
test_request_form/2058003688.tif,research_and_development/2057239519.tif,0,test_request_form,research_and_development
test_request_form/2058003689_2058003690.tif,factory_cigarettes/0001239924.tif,0,test_request_form,factory_cigarettes
test_request_form/2058003688.tif,group_and_individual_in-life_observations/2505154709.tif,0,test_request_form,group_and_individual_in-life_observations
test_request_form/2058003922.tif,screener/0001211430.tif,0,test_request_form,screener
test_request_form/2058003961.tif,confidential_progress_report/0060351122.tif,0,test_request_form,confidential_progress_report
test_request_form/2058003688.tif,p_lorillard_company_form/03724741.tif,0,test_request_form,p_lorillard_company_form
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87103742.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87104266.tif,microbiological_associates_invoice/87103744.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103742.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87103744.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103744.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,physical_test_variables/504486650.tif,0,microbiological_associates_invoice,physical_test_variables
microbiological_associates_invoice/87103742.tif,rjreynolds_costumer_relations/518304752+-4753.tif,0,microbiological_associates_invoice,rjreynolds_costumer_relations
microbiological_associates_invoice/87103744.tif,leo_burnett_production_cost/2045467692.tif,0,microbiological_associates_invoice,leo_burnett_production_cost
microbiological_associates_invoice/87103744.tif,corporate_manufacturing_specifications_system/0001482917.tif,0,microbiological_associates_invoice,corporate_manufacturing_specifications_system
microbiological_associates_invoice/87103744.tif,proejct_number_title_leader/2001117848_2001117849.tif,0,microbiological_associates_invoice,proejct_number_title_leader
microbiological_associates_invoice/87103742.tif,corporate_manufacturing_specifications_system/0001482917.tif,0,microbiological_associates_invoice,corporate_manufacturing_specifications_system
microbiological_associates_invoice/87103742.tif,participation_verification_form/2070001430_1431.tif,0,microbiological_associates_invoice,participation_verification_form
microbiological_associates_invoice/87103744.tif,philip_morris_media_department/2084093996.tif,0,microbiological_associates_invoice,philip_morris_media_department
microbiological_associates_invoice/87103743.tif,political_campaing_contribution_request/ti16310526.tif,0,microbiological_associates_invoice,political_campaing_contribution_request
microbiological_associates_invoice/87103743.tif,borriston_laboratories_inc_final_report/88202361_2377.tif,0,microbiological_associates_invoice,borriston_laboratories_inc_final_report
screener_2/2040251430.tif,screener_2/2041078996.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041078996.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041078986.tif,screener_2/2041076199_2041076204.tif,1,screener_2,screener_2
screener_2/2041078996.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041076199_2041076204.tif,screener_2/2041078996.tif,1,screener_2,screener_2
screener_2/2041074986.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041075290_2041075298.tif,tobacco_product_test_information/504450083+-0084.tif,0,screener_2,tobacco_product_test_information
screener_2/2041075660_2041075670.tif,phillip_morris_facsimile_form2/2075761851.tif,0,screener_2,phillip_morris_facsimile_form2
screener_2/2041074986.tif,philip_morris_confidential_blend_composition/2055013919.tif,0,screener_2,philip_morris_confidential_blend_composition
screener_2/2041078986.tif,winston_and_strawn/2074824995.tif,0,screener_2,winston_and_strawn
screener_2/2041076199_2041076204.tif,analytical_information/504562305.tif,0,screener_2,analytical_information
screener_2/2041076199_2041076204.tif,test_request_form/2058003944.tif,0,screener_2,test_request_form
screener_2/2041075660_2041075670.tif,phillip_morris_inter-office_correspondence/2054500277_2054500278.tif,0,screener_2,phillip_morris_inter-office_correspondence
screener_2/2040251430.tif,90-day_inhalation_study_on_rats/2063644792_2063644794.tif,0,screener_2,90-day_inhalation_study_on_rats
screener_2/2041076199_2041076204.tif,rjreynolds_costumer_relations/518303710+-3711.tif,0,screener_2,rjreynolds_costumer_relations
screener_2/2041075660_2041075670.tif,kabat_application_record/2025572250_2252.tif,0,screener_2,kabat_application_record
research_and_development/2057239519.tif,research_and_development/2057710503_2057710504.tif,1,research_and_development,research_and_development
research_and_development/2057710503_2057710504.tif,research_and_development/2057240530.tif,1,research_and_development,research_and_development
research_and_development/2057239519.tif,research_and_development/2057239520.tif,1,research_and_development,research_and_development
research_and_development/2057239520.tif,research_and_development/2057239519.tif,1,research_and_development,research_and_development
research_and_development/2057239520.tif,research_and_development/2057239519.tif,1,research_and_development,research_and_development
research_and_development/2057710503_2057710504.tif,research_and_development/2057239519.tif,1,research_and_development,research_and_development
research_and_development/2057710503_2057710504.tif,research_and_development/2057239520.tif,1,research_and_development,research_and_development
research_and_development/2057239520.tif,research_and_development/2057240530.tif,1,research_and_development,research_and_development
research_and_development/2057710503_2057710504.tif,research_and_development/2057240530.tif,1,research_and_development,research_and_development
research_and_development/2057240530.tif,research_and_development/2057239519.tif,1,research_and_development,research_and_development
research_and_development/2057240530.tif,competitive_information_rjreynolds/83934559.tif,0,research_and_development,competitive_information_rjreynolds
research_and_development/2057240530.tif,ted_bates_production_estimate/0001136493.tif,0,research_and_development,ted_bates_production_estimate
research_and_development/2057710503_2057710504.tif,leo_burnett_production_cost/2045468247.tif,0,research_and_development,leo_burnett_production_cost
research_and_development/2057240530.tif,corporate_manufacturing_specifications_system/0001482690.tif,0,research_and_development,corporate_manufacturing_specifications_system
research_and_development/2057710503_2057710504.tif,cigarrete_study_viceroy_raleigh/0001227368.tif,0,research_and_development,cigarrete_study_viceroy_raleigh
research_and_development/2057240530.tif,unreadable_form/516520843+-0843.tif,0,research_and_development,unreadable_form
research_and_development/2057239519.tif,phillip_morris_fax/2086085585.tif,0,research_and_development,phillip_morris_fax
research_and_development/2057239519.tif,screener_2/2041075660_2041075670.tif,0,research_and_development,screener_2
research_and_development/2057240530.tif,ted_bates_print_production_estimate_2/0001234043.tif,0,research_and_development,ted_bates_print_production_estimate_2
research_and_development/2057239519.tif,corporate_manufacturing_specifications_system/0001482703.tif,0,research_and_development,corporate_manufacturing_specifications_system
physical_test_variables/506462630.tif,physical_test_variables/506803061.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/506567684.tif,physical_test_variables/504454241.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/506567678.tif,physical_test_variables/506462627.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/504486650.tif,physical_test_variables/506567678.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/504454140_504454142.tif,physical_test_variables/506462663_506462665.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/506462630.tif,physical_test_variables/506567684.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/506462663_506462665.tif,physical_test_variables/504454241.tif,1,physical_test_variables,physical_test_variables
physical_test_variables/504454229_504454231.tif,physical_test_variables/504453445_504453447.tif,1,physical_test_variables,physical_test_variables
