file_a_path,file_b_path,is_equal,class_a_name,class_b_name
test_request_form/2058003922.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003689_2058003690.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003922.tif,1,test_request_form,test_request_form
test_request_form/2058003689_2058003690.tif,test_request_form/2058003961.tif,1,test_request_form,test_request_form
test_request_form/2058003944.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003922.tif,test_request_form/2058003961.tif,1,test_request_form,test_request_form
test_request_form/2058003961.tif,test_request_form/2058003684_2058003685.tif,1,test_request_form,test_request_form
test_request_form/2058003922.tif,test_request_form/2058003944.tif,1,test_request_form,test_request_form
test_request_form/2058003688.tif,rjr/527952111+-2111.tif,0,test_request_form,rjr
test_request_form/2058003961.tif,document_control_project/0000168142.tif,0,test_request_form,document_control_project
test_request_form/2058003688.tif,philip_morris_letter/2075474332_4333.tif,0,test_request_form,philip_morris_letter
test_request_form/2058003922.tif,competitive_information_rjreynolds/86373691.tif,0,test_request_form,competitive_information_rjreynolds
test_request_form/2058003961.tif,borriston_laboratories_inc_final_report/00830942_00830958.tif,0,test_request_form,borriston_laboratories_inc_final_report
test_request_form/2058003961.tif,material_safety_data_sheet/2051539923_2051539933.tif,0,test_request_form,material_safety_data_sheet
test_request_form/2058003922.tif,rjreynolds_costumer_relations/518294709+-4710.tif,0,test_request_form,rjreynolds_costumer_relations
test_request_form/2058003944.tif,material_safety_data_sheet/2051541297_2051541306.tif,0,test_request_form,material_safety_data_sheet
test_request_form/2058003688.tif,ted_bates_production_bill/0001139663.tif,0,test_request_form,ted_bates_production_bill
test_request_form/2058003922.tif,winston_dear_valued_costumer/518227037+-7038.tif,0,test_request_form,winston_dear_valued_costumer
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103742.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103742.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87103742.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,microbiological_associates_invoice/87104266.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87104266.tif,microbiological_associates_invoice/87103744.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103742.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103744.tif,microbiological_associates_invoice/87103743.tif,1,microbiological_associates_invoice,microbiological_associates_invoice
microbiological_associates_invoice/87103743.tif,screener_2/2041079398_2041079406.tif,0,microbiological_associates_invoice,screener_2
microbiological_associates_invoice/87103744.tif,specifications_for_BRAND/2058030945.tif,0,microbiological_associates_invoice,specifications_for_BRAND
microbiological_associates_invoice/87103744.tif,p_lorillard_company_form/03724741.tif,0,microbiological_associates_invoice,p_lorillard_company_form
microbiological_associates_invoice/87103744.tif,test_specifications_final_report/512410048_512410053.tif,0,microbiological_associates_invoice,test_specifications_final_report
microbiological_associates_invoice/87103744.tif,product_or_material_change_request/2051762801.tif,0,microbiological_associates_invoice,product_or_material_change_request
microbiological_associates_invoice/87103743.tif,analytical_research_division_service_request_and_data_report/2023781453.tif,0,microbiological_associates_invoice,analytical_research_division_service_request_and_data_report
microbiological_associates_invoice/87103743.tif,msds/2051532941.tif,0,microbiological_associates_invoice,msds
microbiological_associates_invoice/87103744.tif,material_safety_data_sheet_2/2057405598.tif,0,microbiological_associates_invoice,material_safety_data_sheet_2
microbiological_associates_invoice/87103744.tif,sample_specifications_pilot_plant_work_request/0000081046.tif,0,microbiological_associates_invoice,sample_specifications_pilot_plant_work_request
microbiological_associates_invoice/87103743.tif,repocus_interview/0001231594.tif,0,microbiological_associates_invoice,repocus_interview
screener_2/2041074986.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041078996.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041078996.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041078986.tif,screener_2/2041076199_2041076204.tif,1,screener_2,screener_2
screener_2/2041078996.tif,screener_2/2041078986.tif,1,screener_2,screener_2
screener_2/2041076199_2041076204.tif,screener_2/2041078996.tif,1,screener_2,screener_2
screener_2/2041074986.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,screener_2/2041075660_2041075670.tif,1,screener_2,screener_2
screener_2/2040251430.tif,ted_bates_print_production_estimate_2/0001233978.tif,0,screener_2,ted_bates_print_production_estimate_2
screener_2/2041075290_2041075298.tif,ab_substance_description/2057124148_4151.tif,0,screener_2,ab_substance_description
screener_2/2041075660_2041075670.tif,phillip_morris_facsimile_form2/2075761851.tif,0,screener_2,phillip_morris_facsimile_form2
screener_2/2041074986.tif,unreadable_form/516520840+-0840.tif,0,screener_2,unreadable_form
screener_2/2041078986.tif,ted_bates_invoice/0001146291.tif,0,screener_2,ted_bates_invoice
screener_2/2041078996.tif,unreadable_form/516520843+-0843.tif,0,screener_2,unreadable_form
screener_2/2041076199_2041076204.tif,test_request_form/2058003944.tif,0,screener_2,test_request_form
screener_2/2041075660_2041075670.tif,analytical_research_division_service_request_and_data_report/2023781453.tif,0,screener_2,analytical_research_division_service_request_and_data_report
screener_2/2040251430.tif,phillip_morris_test_distribution/2050627239_2050627240.tif,0,screener_2,phillip_morris_test_distribution
screener_2/2041076199_2041076204.tif,brown_and_williamson_tobacco_corporation/0011832903.tif,0,screener_2,brown_and_williamson_tobacco_corporation
infbio_vorgang/2505104445.tif,infbio_vorgang/2505108335.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505108335.tif,infbio_vorgang/2505100571.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505108335.tif,infbio_vorgang/2505104445.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505104445.tif,infbio_vorgang/2505108335.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505104445.tif,infbio_vorgang/2505108335.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505108335.tif,infbio_vorgang/2505104445.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505104445.tif,infbio_vorgang/2505100571.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505100571.tif,infbio_vorgang/2505108335.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505100571.tif,infbio_vorgang/2505108335.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505108335.tif,infbio_vorgang/2505100571.tif,1,infbio_vorgang,infbio_vorgang
infbio_vorgang/2505100571.tif,borriston_laboratories_inc_final_report/00833278_3285.tif,0,infbio_vorgang,borriston_laboratories_inc_final_report
infbio_vorgang/2505100571.tif,cigarrete_study_viceroy_raleigh/0001227368.tif,0,infbio_vorgang,cigarrete_study_viceroy_raleigh
infbio_vorgang/2505100571.tif,smoker_rights/522871145+-1145.tif,0,infbio_vorgang,smoker_rights
infbio_vorgang/2505108335.tif,ted_bates_production_estimate/0001136502.tif,0,infbio_vorgang,ted_bates_production_estimate
infbio_vorgang/2505108335.tif,lorillard_invoice/96148088a.tif,0,infbio_vorgang,lorillard_invoice
infbio_vorgang/2505108335.tif,screener_2/2041075660_2041075670.tif,0,infbio_vorgang,screener_2
infbio_vorgang/2505100571.tif,ted_bates_print_production_estimate_2/0001234043.tif,0,infbio_vorgang,ted_bates_print_production_estimate_2
infbio_vorgang/2505108335.tif,borriston_laboratories_inc_final_report/89385623_89385671.tif,0,infbio_vorgang,borriston_laboratories_inc_final_report
infbio_vorgang/2505108335.tif,material_safety_data_sheet/2051542161.tif,0,infbio_vorgang,material_safety_data_sheet
infbio_vorgang/2505104445.tif,material_approval_retail_promotion/517158796+-8796.tif,0,infbio_vorgang,material_approval_retail_promotion
joes_vip_headquarters_dear_valued_costumer/518301918+-1919.tif,joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,1,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer
joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,1,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer
