file_a_path,file_b_path,is_equal,class_a_name,class_b_name
presentation/0000436870.tif,presentation/0060359737.tif,1,presentation,presentation
presentation/2073498513_8518.tif,presentation/2083785349_5350.tif,1,presentation,presentation
presentation/0000282156.tif,presentation/2047319736.tif,1,presentation,presentation
presentation/0000158951.tif,presentation/2081584502.tif,1,presentation,presentation
presentation/0000436870.tif,presentation/2501058611_8612.tif,1,presentation,presentation
presentation/0001253660.tif,presentation/2074144140.tif,1,presentation,presentation
presentation/2500102890_2500102900.tif,presentation/2075259131.tif,1,presentation,presentation
presentation/2026306803.tif,presentation/0060050296.tif,1,presentation,presentation
presentation/2024201481.tif,presentation/0000317507.tif,1,presentation,presentation
presentation/2028826658.tif,presentation/2070040432_0436.tif,1,presentation,presentation
presentation/2074144140.tif,presentation/2079120838_0847.tif,1,presentation,presentation
presentation/2040854062_2040854075.tif,presentation/2073763507_3521.tif,1,presentation,presentation
presentation/0000012372.tif,presentation/2501171445_2501171456.tif,1,presentation,presentation
presentation/2081584502.tif,presentation/83577385_7388.tif,1,presentation,presentation
presentation/2065453606.tif,presentation/2044334105_2044334106.tif,1,presentation,presentation
presentation/1000125039.tif,presentation/86236581_6588.tif,1,presentation,presentation
presentation/2044697972.tif,presentation/89546499_6520.tif,1,presentation,presentation
presentation/2501171445_2501171456.tif,presentation/2083785349_5350.tif,1,presentation,presentation
presentation/2082361485_1492.tif,presentation/0011988323.tif,1,presentation,presentation
presentation/2082361485_1492.tif,presentation/0011838879.tif,1,presentation,presentation
presentation/2072520826.tif,presentation/2074586659_6676.tif,1,presentation,presentation
presentation/2072447455_7459.tif,presentation/2024201481.tif,1,presentation,presentation
presentation/0011838879.tif,presentation/2028939236_2028939257.tif,1,presentation,presentation
presentation/2081584502.tif,presentation/2020176374_2020176380.tif,1,presentation,presentation
presentation/1001825550_1001825558.tif,presentation/2025447885_2025447918.tif,1,presentation,presentation
presentation/1003288911_1003288915.tif,presentation/1000125039.tif,1,presentation,presentation
presentation/0001490971.tif,presentation/80909326_9328.tif,1,presentation,presentation
presentation/2041253564_2041253596.tif,presentation/81885471_5472.tif,1,presentation,presentation
presentation/2028826658.tif,presentation/2073763507_3521.tif,1,presentation,presentation
presentation/86243386_3396.tif,presentation/2025875574_2025875575.tif,1,presentation,presentation
presentation/93768750_93768753.tif,presentation/2501171445_2501171456.tif,1,presentation,presentation
presentation/0011844468.tif,presentation/86018246.tif,1,presentation,presentation
presentation/2501309229.tif,presentation/0011988323.tif,1,presentation,presentation
presentation/2080231895_1896.tif,presentation/2025849579_2025849580.tif,1,presentation,presentation
presentation/2505459735_9760.tif,presentation/2505320106_0107.tif,1,presentation,presentation
presentation/2026306803.tif,presentation/1003288911_1003288915.tif,1,presentation,presentation
presentation/2070040432_0436.tif,presentation/2078617605_7608.tif,1,presentation,presentation
presentation/02000396.tif,presentation/2079066555_6566.tif,1,presentation,presentation
presentation/01133083.tif,presentation/02000396.tif,1,presentation,presentation
presentation/2046038044_8048.tif,presentation/2505101333_1343.tif,1,presentation,presentation
presentation/tob01910.47.tif,presentation/0060086751.tif,1,presentation,presentation
presentation/2082361485_1492.tif,presentation/80909326_9328.tif,1,presentation,presentation
presentation/0060194712.tif,presentation/0060029304.tif,1,presentation,presentation
presentation/2083785349_5350.tif,presentation/2500121969_2500121972.tif,1,presentation,presentation
presentation/2082361485_1492.tif,presentation/2500128034.tif,1,presentation,presentation
presentation/92123172-a_92123192.tif,presentation/93768750_93768753.tif,1,presentation,presentation
presentation/2028826658.tif,presentation/2071040914_0922.tif,1,presentation,presentation
presentation/2081937408.tif,presentation/2501171445_2501171456.tif,1,presentation,presentation
presentation/2023286929_2023286938.tif,presentation/thkp0010707_0725.tif,1,presentation,presentation
presentation/2071720746_0764.tif,presentation/2083785349_5350.tif,1,presentation,presentation
presentation/95993478.tif,presentation/2076452714_2715.tif,1,presentation,presentation
presentation/1000125039.tif,presentation/03530642.tif,1,presentation,presentation
presentation/2041253564_2041253596.tif,presentation/2074144140.tif,1,presentation,presentation
presentation/2077124790_4804.tif,presentation/2023013371_2023013373.tif,1,presentation,presentation
presentation/1000030071_1000030072.tif,presentation/87310528.tif,1,presentation,presentation
presentation/2025849579_2025849580.tif,presentation/2023013371_2023013373.tif,1,presentation,presentation
presentation/2024104489_2024104508.tif,presentation/0013003289.tif,1,presentation,presentation
presentation/0000453621.tif,presentation/2047527346_2047527353.tif,1,presentation,presentation
presentation/thkp0010707_0725.tif,presentation/89227803_7804.tif,1,presentation,presentation
presentation/2028939236_2028939257.tif,presentation/2047319736.tif,1,presentation,presentation
presentation/2065215027_5029.tif,presentation/0060086751.tif,1,presentation,presentation
presentation/0013003289.tif,presentation/0060029304.tif,1,presentation,presentation
presentation/2076337104_7135.tif,presentation/2060926408_6409.tif,1,presentation,presentation
presentation/2071997131_7149.tif,presentation/2059731441.tif,1,presentation,presentation
presentation/86018246.tif,presentation/2026306803.tif,1,presentation,presentation
presentation/2080231895_1896.tif,presentation/2505443946_3950.tif,1,presentation,presentation
presentation/2501021551_2501021563.tif,presentation/0011988323.tif,1,presentation,presentation
presentation/2024201481.tif,presentation/2065373027_3098.tif,1,presentation,presentation
presentation/2047527346_2047527353.tif,presentation/0000430683.tif,1,presentation,presentation
presentation/0000436870.tif,presentation/81873100_3102.tif,1,presentation,presentation
presentation/0000098333.tif,presentation/2083785349_5350.tif,1,presentation,presentation
presentation/81885471_5472.tif,presentation/2083014884.tif,1,presentation,presentation
presentation/2023286929_2023286938.tif,presentation/2071794494_4495.tif,1,presentation,presentation
presentation/1000030071_1000030072.tif,presentation/0060362520.tif,1,presentation,presentation
presentation/tcal0413617.tif,presentation/0060362520.tif,1,presentation,presentation
presentation/1003288911_1003288915.tif,presentation/2076337104_7135.tif,1,presentation,presentation
presentation/2023644705_2023644708.tif,presentation/2044458808.tif,1,presentation,presentation
presentation/88928567_8586.tif,presentation/2060927120_7176.tif,1,presentation,presentation
presentation/92349508_9517.tif,presentation/2024843504_2024843580.tif,1,presentation,presentation
presentation/03530642.tif,presentation/2500114228_2500114307.tif,1,presentation,presentation
presentation/2022875950.tif,presentation/89227803_7804.tif,1,presentation,presentation
presentation/87059146_87059149.tif,presentation/89546499_6520.tif,1,presentation,presentation
presentation/95993478.tif,presentation/2060926408_6409.tif,1,presentation,presentation
presentation/0012286106.tif,presentation/2078617605_7608.tif,1,presentation,presentation
presentation/89227803_7804.tif,presentation/2072520826.tif,1,presentation,presentation
presentation/tob01910.47.tif,presentation/86243386_3396.tif,1,presentation,presentation
presentation/2505314350_4372.tif,presentation/2082361485_1492.tif,1,presentation,presentation
presentation/0001253660.tif,presentation/2078861303.tif,1,presentation,presentation
presentation/2025875574_2025875575.tif,presentation/2082361485_1492.tif,1,presentation,presentation
presentation/2077124790_4804.tif,presentation/2505165267.tif,1,presentation,presentation
presentation/81873100_3102.tif,presentation/2082361485_1492.tif,1,presentation,presentation
presentation/2505165267.tif,presentation/92053426.tif,1,presentation,presentation
presentation/2081471503_1508.tif,presentation/0000436870.tif,1,presentation,presentation
presentation/tob06114.28_tob06114.41.tif,presentation/2500121969_2500121972.tif,1,presentation,presentation
presentation/2046504502.tif,presentation/0000098333.tif,1,presentation,presentation
presentation/2060926408_6409.tif,presentation/2077141928_1929.tif,1,presentation,presentation
presentation/0011838879.tif,presentation/86018246.tif,1,presentation,presentation
presentation/0060050296.tif,presentation/2044697972.tif,1,presentation,presentation
presentation/2065564372_4465.tif,presentation/2024843504_2024843580.tif,1,presentation,presentation
